Date Published,Product Title,Advisory Title,Category,Post Link
15 November 2021,ailisi acne purifying cream as reported in the asean post marketing alert system pmas,FDA Advisory No.2021-2598 || Public Health Warning Against the Purchase and Use of Adulterated Cosmetic Product AILISI ACNE PURIFYING CREAM as Reported in the ASEAN Post-Marketing Alert System (PMAS),Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2598-public-health-warning-against-the-purchase-and-use-of-adulterated-cosmetic-product-ailisi-acne-purifying-cream-as-reported-in-the-asean-post-marketing-alert-system-pmas/
15 November 2021,m a c eye lip liner,FDA Advisory No.2021-2737 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic M.A.C. EYE/LIP LINER,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2737-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-m-a-c-eye-lip-liner/
15 November 2021,er parfums w15 perfume,FDA Advisory No.2021-2736 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic ER PARFUMS W15 PERFUME,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2736-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-er-parfums-w15-perfume/
15 November 2021,er parfums w24 perfume,FDA Advisory No.2021-2735 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic ER PARFUMS W24 PERFUME,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2735-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-er-parfums-w24-perfume/
15 November 2021,er parfums w63 perfume,FDA Advisory No.2021-2734 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic ER PARFUMS W63 PERFUME,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2734-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-er-parfums-w63-perfume/
15 November 2021,er parfums w1 perfume,FDA Advisory No.2021-2733 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic ER PARFUMS W1 PERFUME,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2733-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-er-parfums-w1-perfume/
15 November 2021,er parfums w14 perfume,FDA Advisory No.2021-2732 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic ER PARFUMS W14 PERFUME,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2732-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-er-parfums-w14-perfume/
10 November 2021,as ashley shine bb cream orange,FDA Advisory No.2021-2650 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic AS ASHLEY SHINE BB CREAM (ORANGE),Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2650-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-as-ashley-shine-bb-cream-orange/
10 November 2021,lab y whitening booster serum,FDA Advisory No.2021-2644 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic LAB-Y WHITENING BOOSTER SERUM,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2644-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-lab-y-whitening-booster-serum/
10 November 2021,organics lab all natural oatmeal soap,FDA Advisory No.2021-2643 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic ORGANICS LAB ALL NATURAL OATMEAL SOAP,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2643-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-organics-lab-all-natural-oatmeal-soap/
10 November 2021,doctor hannah intense whitening,FDA Advisory No.2021-2674 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic DOCTOR HANNAH INTENSE WHITENING,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2674-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-doctor-hannah-intense-whitening/
9 November 2021,carica pearl soap,FDA Advisory No.2021-2701 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic CARICA PEARL SOAP,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2701-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-carica-pearl-soap/
9 November 2021,milk product name is in foreign characters,FDA Advisory No.2021-2700 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic MILK (PRODUCT NAME IS IN FOREIGN CHARACTERS),Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2700-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-milk-product-name-is-in-foreign-characters/
9 November 2021,shinetree clear peeling pad strawberry,FDA Advisory No.2021-2699 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic SHINETREE CLEAR PEELING PAD STRAWBERRY,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2699-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-shinetree-clear-peeling-pad-strawberry/
9 November 2021,shinetree clear peeling pad pomegranate,FDA Advisory No.2021-2698 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic SHINETREE CLEAR PEELING PAD POMEGRANATE,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2698-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-shinetree-clear-peeling-pad-pomegranate/
9 November 2021,shinetree clear peeling pad blueberry,FDA Advisory No.2021-2697 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic SHINETREE CLEAR PEELING PAD BLUEBERRY,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2697-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-shinetree-clear-peeling-pad-blueberry/
9 November 2021,shinetree clear peeling pad greengrape,FDA Advisory No.2021-2696 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic SHINETREE CLEAR PEELING PAD GREENGRAPE,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2696-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-shinetree-clear-peeling-pad-greengrape/
9 November 2021,shinetree clear peeling pad lemon,FDA Advisory No.2021-2695 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic SHINETREE CLEAR PEELING PAD LEMON,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2695-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-shinetree-clear-peeling-pad-lemon/
9 November 2021,malie ultra hydrating essence mask,FDA Advisory No.2021-2694 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic MALIE ULTRA HYDRATING ESSENCE MASK,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2694-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-malie-ultra-hydrating-essence-mask/
9 November 2021,malie pomegranate ultra hydrating essence mask,FDA Advisory No.2021-2693 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic MALIE POMEGRANATE ULTRA HYDRATING ESSENCE MASK,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2693-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-malie-pomegranate-ultra-hydrating-essence-mask/
9 November 2021,eco incense,FDA Advisory No.2021-2692 || Public Health Warning Against the Purchase and Use of Unauthorized Household/Urban Pesticide (H/UP) ECO INCENSE,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2692-public-health-warning-against-the-purchase-and-use-of-unauthorized-household-urban-pesticide-h-up-eco-incense/
9 November 2021,amira bio naturals oatmeal milk honey soap,"FDA Advisory No.2021-2691 || Public Health Warning Against the Purchase and Use of the Non-Compliant Cosmetic Product ” AMIRA BIO-NATURALS OATMEAL, MILK & HONEY SOAP “",Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2691-public-health-warning-against-the-purchase-and-use-of-the-non-compliant-cosmetic-product-amira-bio-naturals-oatmeal-milk-honey-soap/
9 November 2021,malie green tea ultra hydrating essence mask,FDA Advisory No.2021-2683 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic MALIE GREEN TEA ULTRA HYDRATING ESSENCE MASK,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2683-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-malie-green-tea-ultra-hydrating-essence-mask/
9 November 2021,relief epsom salt lavander scented,FDA Advisory No.2021-2682 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic RELIEF EPSOM SALT LAVANDER SCENTED,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2682-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-relief-epsom-salt-lavander-scented/
9 November 2021,natureby avocado essence mask sheet,FDA Advisory No.2021-2681 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic NATUREBY AVOCADO ESSENCE MASK SHEET,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2681-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-natureby-avocado-essence-mask-sheet/
9 November 2021,hatchimals bubble bath wacky watermelon scented,FDA Advisory No.2021-2680 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic HATCHIMALS BUBBLE BATH WACKY WATERMELON SCENTED,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2680-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-hatchimals-bubble-bath-wacky-watermelon-scented/
9 November 2021,precious moments feeding bottle,FDA Advisory No.2021-2690 || Public Health Warning Against the Purchase and Use of Unauthorized Toy and Childcare Article (TCCA) PRECIOUS MOMENTS FEEDING BOTTLE,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2690-public-health-warning-against-the-purchase-and-use-of-unauthorized-toy-and-childcare-article-tcca-precious-moments-feeding-bottle/
9 November 2021,nanomed finale whitening cream,FDA Advisory No.2021-2689 || Public Health Warning Against the Purchase and Use of the Non-Compliant Cosmetic Product ” NANOMED FINALE WHITENING CREAM “,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2689-public-health-warning-against-the-purchase-and-use-of-the-non-compliant-cosmetic-product-nanomed-finale-whitening-cream/
9 November 2021,marvel spider man bubble bath web slinging watermelon scented,FDA Advisory No.2021-2679 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic MARVEL SPIDER-MAN BUBBLE BATH WEB SLINGING WATERMELON SCENTED,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2679-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-marvel-spider-man-bubble-bath-web-slinging-watermelon-scented/
9 November 2021,herbal hollywood style whitening lotion,FDA Advisory No.2021-2688 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic HERBAL HOLLYWOOD STYLE WHITENING LOTION,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2688-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-herbal-hollywood-style-whitening-lotion/
9 November 2021,ricocell nature recovery mask pack red ginseng,FDA Advisory No.2021-2687 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic RICOCELL NATURE RECOVERY MASK PACK RED GINSENG,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2687-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-ricocell-nature-recovery-mask-pack-red-ginseng/
9 November 2021,blue dolphin water gun,FDA Advisory No.2021-2677 || Public Health Warning Against the Purchase and Use of Unauthorized Toy and Childcare Article (TCCA) BLUE DOLPHIN WATER GUN,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2677-public-health-warning-against-the-purchase-and-use-of-unauthorized-toy-and-childcare-article-tcca-blue-dolphin-water-gun/
9 November 2021,dettol antibacterial hand hygiene gel with aloe vera,FDA Advisory No.2021-2686 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic DETTOL ANTIBACTERIAL HAND HYGIENE GEL WITH ALOE VERA,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2686-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-dettol-antibacterial-hand-hygiene-gel-with-aloe-vera/
9 November 2021,oseur omeisu grapeseed face cream with collagen,FDA Advisory No.2021-2676 || Public Health Warning Against the Purchase and Use of the Non-Compliant Cosmetic Product “OSEUR OMEISU GRAPESEED FACE CREAM WITH COLLAGEN”,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2676-public-health-warning-against-the-purchase-and-use-of-the-non-compliant-cosmetic-product-oseur-omeisu-grapeseed-face-cream-with-collagen/
9 November 2021,ref ree hand sanitizer,FDA Advisory No.2021-2685 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic REF.REE HAND SANITIZER,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2685-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-ref-ree-hand-sanitizer/
9 November 2021,beauty berry milk whitening glutathione soap,FDA Advisory No.2021-2675 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic BEAUTY BERRY MILK WHITENING GLUTATHIONE SOAP,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2675-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-beauty-berry-milk-whitening-glutathione-soap/
9 November 2021,happy bath facial yogurt foam,FDA Advisory No.2021-2684 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic HAPPY BATH FACIAL YOGURT FOAM,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2684-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-happy-bath-facial-yogurt-foam/
9 November 2021,doctor hannah the collection,FDA Advisory No.2021-2673 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic DOCTOR HANNAH THE COLLECTION,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2673-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-doctor-hannah-the-collection/
9 November 2021,doctor hannah acne trio,FDA Advisory No.2021-2672 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic DOCTOR HANNAH ACNE TRIO,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2672-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-doctor-hannah-acne-trio/
9 November 2021,doctor hannah deo spray confidence,FDA Advisory No.2021-2671 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic DOCTOR HANNAH DEO SPRAY CONFIDENCE,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2671-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-doctor-hannah-deo-spray-confidence/
9 November 2021,doctor hannah charisma,FDA Advisory No.2021-2670 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic DOCTOR HANNAH CHARISMA,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2670-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-doctor-hannah-charisma/
9 November 2021,renew milk cream vanilla soap,FDA Advisory No.2021-2669 || Public Health Warning Against the Purchase and Use of the Non-Compliant Cosmetic Product “RENEW MILK CREAM VANILLA SOAP”,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2669-public-health-warning-against-the-purchase-and-use-of-the-non-compliant-cosmetic-product-renew-milk-cream-vanilla-soap/
9 November 2021,pikopon,FDA Advisory No.2021-2668 || Public Health Warning Against the Purchase and Use of Unauthorized Toy and Childcare Article (TCCA) PIKOPON,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2668-public-health-warning-against-the-purchase-and-use-of-unauthorized-toy-and-childcare-article-tcca-pikopon/
9 November 2021,natureby blueberry esssence mask sheet,FDA Advisory No.2021-2667 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic NATUREBY BLUEBERRY ESSSENCE MASK SHEET,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2667-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-natureby-blueberry-esssence-mask-sheet/
9 November 2021,bawang shampoo,FDA Advisory No.2021-2665 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic BAWANG SHAMPOO,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2665-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-bawang-shampoo/
9 November 2021,skinspiring essentials oh bare body lotion spf 80,"FDA Advisory No.2021-2664 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic SKINSPIRING ESSENTIALS OH, BARE! BODY LOTION SPF 80",Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2021-2664-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-skinspiring-essentials-oh-bare-body-lotion-spf-80/
